Geneid	Chr	Start	End	Strand	Length	0
CDR20291_RS07015	NC_013316.1	1517474	1520593	+	3120	0
CDR20291_RS07020	NC_013316.1	1520611	1521210	+	600	0
CDR20291_RS07025	NC_013316.1	1521467	1523596	-	2130	0
CDR20291_RS07030	NC_013316.1	1523862	1524110	+	249	0
CDR20291_RS07035	NC_013316.1	1524276	1525667	+	1392	0
CDR20291_RS07040	NC_013316.1	1525782	1527251	+	1470	0
CDR20291_RS07045	NC_013316.1	1527316	1527909	+	594	0
CDR20291_RS07050	NC_013316.1	1528040	1529437	+	1398	0
CDR20291_RS07055	NC_013316.1	1529619	1529990	+	372	0
CDR20291_RS07060	NC_013316.1	1529983	1530672	+	690	0
CDR20291_RS07065	NC_013316.1	1531192	1532058	+	867	0
CDR20291_RS07070	NC_013316.1	1532300	1533109	+	810	0
CDR20291_RS07075	NC_013316.1	1533252	1534316	+	1065	0
CDR20291_RS07080	NC_013316.1	1534344	1535063	+	720	0
CDR20291_RS07085	NC_013316.1	1535087	1535671	+	585	0
CDR20291_RS07090	NC_013316.1	1535673	1537022	+	1350	0
CDR20291_RS07095	NC_013316.1	1537012	1537755	+	744	0
CDR20291_RS07100	NC_013316.1	1537789	1538490	+	702	0
CDR20291_RS07105	NC_013316.1	1538516	1539088	+	573	0
CDR20291_RS07110	NC_013316.1	1539154	1539945	+	792	0
CDR20291_RS07115	NC_013316.1	1539956	1540321	+	366	0
CDR20291_RS07120	NC_013316.1	1540314	1540820	+	507	0
CDR20291_RS07125	NC_013316.1	1540801	1541586	+	786	0
CDR20291_RS07130	NC_013316.1	1541841	1543631	+	1791	0
CDR20291_RS07135	NC_013316.1	1543649	1544815	+	1167	0
CDR20291_RS07140	NC_013316.1	1544980	1545669	+	690	0
CDR20291_RS07145	NC_013316.1	1545683	1546780	+	1098	0
CDR20291_RS07150	NC_013316.1	1546842	1547414	+	573	0
CDR20291_RS07155	NC_013316.1	1547474	1547941	-	468	0
CDR20291_RS07160	NC_013316.1	1548327	1548803	-	477	0
CDR20291_RS07165	NC_013316.1	1548923	1550014	-	1092	0
CDR20291_RS07170	NC_013316.1	1550007	1550396	-	390	0
CDR20291_RS07175	NC_013316.1	1550588	1551034	+	447	0
CDR20291_RS07180	NC_013316.1	1551298	1552023	+	726	0
CDR20291_RS07185	NC_013316.1	1552001	1553254	+	1254	0
CDR20291_RS07190	NC_013316.1	1553334	1554011	+	678	0
CDR20291_RS07195	NC_013316.1	1554012	1556573	+	2562	0
CDR20291_RS07200	NC_013316.1	1556794	1558068	+	1275	0
CDR20291_RS07205	NC_013316.1	1558229	1561270	-	3042	0
CDR20291_RS07210	NC_013316.1	1561477	1561776	+	300	0
CDR20291_RS07215	NC_013316.1	1562014	1564242	-	2229	0
CDR20291_RS07220	NC_013316.1	1564536	1566311	+	1776	0
CDR20291_RS07225	NC_013316.1	1566324	1568147	+	1824	0
CDR20291_RS07230	NC_013316.1	1568265	1568810	+	546	4
CDR20291_RS07235	NC_013316.1	1569084	1569344	+	261	0
CDR20291_RS07240	NC_013316.1	1569363	1569791	+	429	0
CDR20291_RS07245	NC_013316.1	1569911	1570519	+	609	0
CDR20291_RS07250	NC_013316.1	1571043	1571255	+	213	0
CDR20291_RS07255	NC_013316.1	1571268	1571489	+	222	0
CDR20291_RS07260	NC_013316.1	1571589	1573745	+	2157	0
CDR20291_RS07265	NC_013316.1	1573771	1573923	+	153	0
CDR20291_RS07270	NC_013316.1	1574103	1574813	+	711	0
CDR20291_RS07275	NC_013316.1	1574898	1575668	+	771	0
CDR20291_RS07280	NC_013316.1	1575661	1576392	+	732	0
CDR20291_RS07285	NC_013316.1	1576426	1577385	+	960	0
CDR20291_RS07290	NC_013316.1	1577483	1578079	-	597	0
CDR20291_RS07295	NC_013316.1	1578325	1578924	+	600	0
CDR20291_RS07300	NC_013316.1	1579092	1579559	-	468	0
CDR20291_RS07305	NC_013316.1	1579670	1580581	+	912	0
CDR20291_RS07310	NC_013316.1	1581220	1582338	+	1119	0
CDR20291_RS07315	NC_013316.1	1583000	1583965	+	966	0
CDR20291_RS07320	NC_013316.1	1583958	1584614	+	657	0
CDR20291_RS07325	NC_013316.1	1584650	1585441	+	792	0
CDR20291_RS07330	NC_013316.1	1585589	1588327	+	2739	0
CDR20291_RS07335	NC_013316.1	1588436	1589044	+	609	0
CDR20291_RS07340	NC_013316.1	1589924	1590514	+	591	0
CDR20291_RS07345	NC_013316.1	1590554	1591357	+	804	2
CDR20291_RS07350	NC_013316.1	1591438	1592613	-	1176	0
CDR20291_RS07355	NC_013316.1	1592880	1593356	+	477	0
CDR20291_RS07360	NC_013316.1	1593647	1594531	+	885	0
CDR20291_RS07365	NC_013316.1	1595005	1596549	+	1545	0
CDR20291_RS07370	NC_013316.1	1596585	1597244	+	660	0
CDR20291_RS07375	NC_013316.1	1597427	1597795	+	369	0
CDR20291_RS07380	NC_013316.1	1597799	1598674	+	876	0
CDR20291_RS07385	NC_013316.1	1598675	1599469	+	795	0
CDR20291_RS07390	NC_013316.1	1599564	1600889	-	1326	12
CDR20291_RS07395	NC_013316.1	1601310	1601894	+	585	0
CDR20291_RS07400	NC_013316.1	1601887	1602036	+	150	0
CDR20291_RS07405	NC_013316.1	1602047	1602946	+	900	0
CDR20291_RS07410	NC_013316.1	1602951	1603520	+	570	0
CDR20291_RS07415	NC_013316.1	1603687	1604334	-	648	0
CDR20291_RS07420	NC_013316.1	1604724	1605638	-	915	0
CDR20291_RS19480	NC_013316.1	1606111	1606182	+	72	0
CDR20291_RS07425	NC_013316.1	1606470	1606652	-	183	0
CDR20291_RS07430	NC_013316.1	1607063	1607911	-	849	0
CDR20291_RS07435	NC_013316.1	1607930	1608757	-	828	0
CDR20291_RS07440	NC_013316.1	1608732	1609670	-	939	0
CDR20291_RS07445	NC_013316.1	1610308	1612401	+	2094	0
CDR20291_RS07450	NC_013316.1	1613523	1613807	-	285	0
CDR20291_RS07455	NC_013316.1	1614014	1614832	+	819	0
CDR20291_RS07460	NC_013316.1	1614965	1617085	-	2121	0
CDR20291_RS07465	NC_013316.1	1617111	1617338	-	228	0
CDR20291_RS07470	NC_013316.1	1617665	1618105	-	441	0
CDR20291_RS07475	NC_013316.1	1618278	1619246	+	969	0
CDR20291_RS07480	NC_013316.1	1619722	1620930	+	1209	0
CDR20291_RS07485	NC_013316.1	1620991	1621872	-	882	0
CDR20291_RS07490	NC_013316.1	1622258	1623202	+	945	0
CDR20291_RS07495	NC_013316.1	1623425	1623970	+	546	4
CDR20291_RS07500	NC_013316.1	1624061	1625209	+	1149	0
CDR20291_RS07505	NC_013316.1	1625262	1626527	+	1266	2
CDR20291_RS07510	NC_013316.1	1626813	1628045	-	1233	0
CDR20291_RS07515	NC_013316.1	1628048	1628722	-	675	0
CDR20291_RS07520	NC_013316.1	1628730	1629959	-	1230	0
CDR20291_RS07525	NC_013316.1	1630071	1631075	-	1005	0
CDR20291_RS07530	NC_013316.1	1631099	1631773	-	675	0
CDR20291_RS07535	NC_013316.1	1632061	1632828	+	768	0
CDR20291_RS07540	NC_013316.1	1632815	1634752	+	1938	0
CDR20291_RS07545	NC_013316.1	1634977	1636590	+	1614	0
CDR20291_RS07550	NC_013316.1	1636723	1637574	-	852	0
CDR20291_RS07555	NC_013316.1	1638200	1639093	+	894	0
CDR20291_RS07560	NC_013316.1	1639093	1640487	+	1395	0
CDR20291_RS07565	NC_013316.1	1640853	1643072	+	2220	0
CDR20291_RS07570	NC_013316.1	1643219	1643965	+	747	0
CDR20291_RS07575	NC_013316.1	1643965	1645845	+	1881	0
CDR20291_RS07580	NC_013316.1	1645964	1647355	+	1392	0
CDR20291_RS07585	NC_013316.1	1647462	1648502	+	1041	0
CDR20291_RS07590	NC_013316.1	1648991	1649644	+	654	0
CDR20291_RS07595	NC_013316.1	1649720	1649929	+	210	0
CDR20291_RS07600	NC_013316.1	1650069	1650635	-	567	0
CDR20291_RS07605	NC_013316.1	1650796	1651449	+	654	0
CDR20291_RS07610	NC_013316.1	1651607	1651783	-	177	0
CDR20291_RS07615	NC_013316.1	1652311	1653255	+	945	0
CDR20291_RS07620	NC_013316.1	1653277	1653903	+	627	0
CDR20291_RS07625	NC_013316.1	1653937	1654986	+	1050	0
CDR20291_RS07630	NC_013316.1	1654989	1655567	+	579	0
CDR20291_RS07635	NC_013316.1	1655569	1656174	+	606	0
CDR20291_RS07640	NC_013316.1	1656171	1656893	+	723	0
CDR20291_RS07645	NC_013316.1	1656875	1657633	+	759	0
CDR20291_RS07650	NC_013316.1	1657661	1658329	+	669	0
CDR20291_RS07655	NC_013316.1	1659130	1660458	+	1329	12
CDR20291_RS07660	NC_013316.1	1661213	1662046	+	834	0
CDR20291_RS07665	NC_013316.1	1662115	1663071	+	957	0
CDR20291_RS07670	NC_013316.1	1663123	1663605	+	483	0
CDR20291_RS07675	NC_013316.1	1663617	1664486	+	870	0
CDR20291_RS07680	NC_013316.1	1664529	1665284	+	756	0
CDR20291_RS07685	NC_013316.1	1665326	1666147	+	822	0
CDR20291_RS07690	NC_013316.1	1666152	1666913	+	762	0
CDR20291_RS07695	NC_013316.1	1667444	1667683	+	240	0
CDR20291_RS07700	NC_013316.1	1667902	1668948	+	1047	0
CDR20291_RS07705	NC_013316.1	1669001	1670689	+	1689	0
CDR20291_RS07710	NC_013316.1	1671047	1672177	-	1131	0
CDR20291_RS07715	NC_013316.1	1672256	1672963	-	708	0
CDR20291_RS07720	NC_013316.1	1672976	1673845	-	870	0
CDR20291_RS07725	NC_013316.1	1674465	1674971	-	507	0
CDR20291_RS07730	NC_013316.1	1675047	1675595	-	549	0
CDR20291_RS07735	NC_013316.1	1675607	1675948	-	342	0
CDR20291_RS07740	NC_013316.1	1676125	1676328	+	204	0
CDR20291_RS07745	NC_013316.1	1676376	1677185	+	810	0
CDR20291_RS07750	NC_013316.1	1677232	1677441	+	210	0
CDR20291_RS07755	NC_013316.1	1677451	1677825	-	375	0
CDR20291_RS07760	NC_013316.1	1677928	1678098	+	171	0
CDR20291_RS07765	NC_013316.1	1678129	1678521	+	393	0
CDR20291_RS07770	NC_013316.1	1678502	1678651	+	150	0
CDR20291_RS07775	NC_013316.1	1678722	1679159	+	438	0
CDR20291_RS07780	NC_013316.1	1679171	1680337	+	1167	0
CDR20291_RS07785	NC_013316.1	1680352	1680687	+	336	0
CDR20291_RS07790	NC_013316.1	1680740	1681312	+	573	0
CDR20291_RS07795	NC_013316.1	1681335	1681907	+	573	0
CDR20291_RS07800	NC_013316.1	1681907	1683865	+	1959	0
CDR20291_RS07805	NC_013316.1	1683877	1686294	+	2418	0
CDR20291_RS07810	NC_013316.1	1686576	1686902	+	327	0
CDR20291_RS07815	NC_013316.1	1686851	1688221	+	1371	0
CDR20291_RS07820	NC_013316.1	1688245	1688382	+	138	0
CDR20291_RS07825	NC_013316.1	1688375	1688854	+	480	0
CDR20291_RS07830	NC_013316.1	1689137	1689589	+	453	0
CDR20291_RS07835	NC_013316.1	1689881	1690855	+	975	0
CDR20291_RS07840	NC_013316.1	1690876	1691385	+	510	0
CDR20291_RS07845	NC_013316.1	1691455	1692147	+	693	0
CDR20291_RS07850	NC_013316.1	1692125	1693378	+	1254	0
CDR20291_RS07855	NC_013316.1	1693384	1694826	+	1443	0
CDR20291_RS07860	NC_013316.1	1694816	1696351	+	1536	0
CDR20291_RS07865	NC_013316.1	1696353	1696601	+	249	0
CDR20291_RS07870	NC_013316.1	1696669	1697232	+	564	0
CDR20291_RS07875	NC_013316.1	1697244	1698134	+	891	0
CDR20291_RS07880	NC_013316.1	1698153	1698386	+	234	0
CDR20291_RS07885	NC_013316.1	1698396	1698797	+	402	0
CDR20291_RS07890	NC_013316.1	1698791	1699138	+	348	0
CDR20291_RS07895	NC_013316.1	1699138	1699428	+	291	0
CDR20291_RS07900	NC_013316.1	1699538	1700344	+	807	0
CDR20291_RS07905	NC_013316.1	1700693	1701130	+	438	0
CDR20291_RS07910	NC_013316.1	1701114	1701299	+	186	0
CDR20291_RS07915	NC_013316.1	1701300	1702610	+	1311	0
CDR20291_RS07920	NC_013316.1	1702627	1703097	+	471	0
CDR20291_RS07925	NC_013316.1	1703156	1703983	+	828	0
CDR20291_RS07930	NC_013316.1	1704055	1704495	+	441	0
CDR20291_RS07935	NC_013316.1	1704836	1704997	+	162	0
CDR20291_RS07940	NC_013316.1	1706334	1706522	+	189	0
CDR20291_RS07945	NC_013316.1	1706641	1707507	+	867	0
CDR20291_RS19280	NC_013316.1	1707560	1707694	+	135	0
CDR20291_RS07950	NC_013316.1	1708372	1708899	+	528	0
CDR20291_RS07955	NC_013316.1	1709037	1709804	+	768	0
CDR20291_RS07960	NC_013316.1	1709870	1712242	+	2373	0
CDR20291_RS07965	NC_013316.1	1712259	1712948	+	690	0
CDR20291_RS07970	NC_013316.1	1712941	1714833	+	1893	0
CDR20291_RS07975	NC_013316.1	1714847	1715107	+	261	0
CDR20291_RS07980	NC_013316.1	1715112	1715531	+	420	0
CDR20291_RS07985	NC_013316.1	1715532	1716581	+	1050	0
CDR20291_RS07990	NC_013316.1	1716574	1717191	+	618	0
CDR20291_RS07995	NC_013316.1	1717203	1718228	+	1026	0
CDR20291_RS08000	NC_013316.1	1718245	1719771	+	1527	0
CDR20291_RS08005	NC_013316.1	1719786	1720079	+	294	0
CDR20291_RS08010	NC_013316.1	1720079	1720261	+	183	0
CDR20291_RS08015	NC_013316.1	1720295	1720861	+	567	0
CDR20291_RS08020	NC_013316.1	1720892	1721182	+	291	0
CDR20291_RS08025	NC_013316.1	1721186	1721443	+	258	0
CDR20291_RS08030	NC_013316.1	1721704	1722567	+	864	0
CDR20291_RS08035	NC_013316.1	1722646	1723458	+	813	0
CDR20291_RS08040	NC_013316.1	1723552	1725951	+	2400	0
CDR20291_RS08045	NC_013316.1	1725992	1726177	-	186	0
CDR20291_RS19285	NC_013316.1	1726406	1726534	-	129	0
CDR20291_RS08050	NC_013316.1	1726872	1727549	+	678	0
CDR20291_RS08055	NC_013316.1	1727723	1729759	+	2037	0
CDR20291_RS08060	NC_013316.1	1729950	1730516	-	567	0
CDR20291_RS08065	NC_013316.1	1730800	1731336	+	537	0
CDR20291_RS08085	NC_013316.1	1734176	1735390	+	1215	0
CDR20291_RS08090	NC_013316.1	1735810	1736331	-	522	0
CDR20291_RS08095	NC_013316.1	1736687	1737484	+	798	0
CDR20291_RS08100	NC_013316.1	1737594	1738184	+	591	0
CDR20291_RS08105	NC_013316.1	1738250	1739947	+	1698	0
CDR20291_RS08110	NC_013316.1	1740161	1741000	+	840	0
CDR20291_RS08115	NC_013316.1	1741517	1743373	+	1857	0
CDR20291_RS08120	NC_013316.1	1744082	1745299	+	1218	0
CDR20291_RS08125	NC_013316.1	1745413	1745907	+	495	0
CDR20291_RS08130	NC_013316.1	1746172	1747437	+	1266	0
CDR20291_RS08135	NC_013316.1	1747640	1748392	-	753	0
CDR20291_RS08140	NC_013316.1	1748510	1748779	-	270	0
CDR20291_RS08145	NC_013316.1	1749254	1750348	+	1095	0
CDR20291_RS08150	NC_013316.1	1750350	1751300	+	951	0
CDR20291_RS08155	NC_013316.1	1751293	1752477	+	1185	0
CDR20291_RS08160	NC_013316.1	1752490	1753986	+	1497	0
CDR20291_RS08165	NC_013316.1	1754009	1754959	+	951	0
CDR20291_RS08170	NC_013316.1	1754980	1755942	+	963	0
CDR20291_RS08175	NC_013316.1	1756314	1756946	+	633	0
CDR20291_RS08185	NC_013316.1	1757496	1759172	+	1677	0
CDR20291_RS08190	NC_013316.1	1759197	1761254	+	2058	0
CDR20291_RS08195	NC_013316.1	1761273	1761899	+	627	0
CDR20291_RS08200	NC_013316.1	1762136	1763044	+	909	0
CDR20291_RS08205	NC_013316.1	1763071	1763661	+	591	0
CDR20291_RS08210	NC_013316.1	1763821	1764009	+	189	0
CDR20291_RS08215	NC_013316.1	1764063	1764932	-	870	0
CDR20291_RS08220	NC_013316.1	1765129	1766373	-	1245	0
CDR20291_RS08225	NC_013316.1	1766664	1766975	+	312	0
CDR20291_RS08230	NC_013316.1	1767260	1768054	+	795	0
CDR20291_RS08235	NC_013316.1	1768078	1768866	+	789	0
CDR20291_RS08240	NC_013316.1	1768889	1769521	+	633	0
CDR20291_RS08245	NC_013316.1	1769660	1769962	+	303	0
CDR20291_RS08250	NC_013316.1	1770028	1770777	-	750	0
CDR20291_RS08255	NC_013316.1	1770771	1771733	-	963	0
CDR20291_RS08260	NC_013316.1	1771737	1772195	-	459	0
CDR20291_RS08265	NC_013316.1	1772551	1772907	+	357	0
CDR20291_RS08270	NC_013316.1	1772979	1773695	+	717	0
CDR20291_RS08275	NC_013316.1	1773688	1774512	+	825	0
CDR20291_RS08280	NC_013316.1	1774524	1775723	+	1200	0
CDR20291_RS08285	NC_013316.1	1775732	1776544	+	813	0
CDR20291_RS08290	NC_013316.1	1776555	1777823	+	1269	0
CDR20291_RS08295	NC_013316.1	1778189	1779370	+	1182	0
CDR20291_RS08300	NC_013316.1	1779512	1780429	-	918	0
CDR20291_RS08305	NC_013316.1	1780682	1781476	+	795	0
CDR20291_RS08310	NC_013316.1	1781477	1783537	+	2061	0
CDR20291_RS08315	NC_013316.1	1784219	1785763	+	1545	0
CDR20291_RS08320	NC_013316.1	1785939	1786307	+	369	0
CDR20291_RS08325	NC_013316.1	1786309	1787034	+	726	0
CDR20291_RS08330	NC_013316.1	1787028	1787792	+	765	0
CDR20291_RS08335	NC_013316.1	1788014	1789264	+	1251	0
CDR20291_RS08340	NC_013316.1	1789455	1790339	+	885	0
CDR20291_RS08345	NC_013316.1	1790701	1791318	+	618	0
CDR20291_RS08350	NC_013316.1	1791426	1793957	+	2532	0
CDR20291_RS08355	NC_013316.1	1794391	1795092	+	702	0
CDR20291_RS08360	NC_013316.1	1795142	1796224	+	1083	0
CDR20291_RS08365	NC_013316.1	1796485	1797585	+	1101	0
CDR20291_RS08370	NC_013316.1	1797582	1798388	+	807	0
CDR20291_RS08375	NC_013316.1	1798406	1800544	+	2139	0
CDR20291_RS08380	NC_013316.1	1800858	1801478	+	621	0
CDR20291_RS08385	NC_013316.1	1801644	1802180	-	537	0
CDR20291_RS08390	NC_013316.1	1802293	1802997	-	705	0
CDR20291_RS08395	NC_013316.1	1803170	1805044	+	1875	0
CDR20291_RS08400	NC_013316.1	1805136	1806572	-	1437	0
CDR20291_RS08405	NC_013316.1	1806901	1807479	+	579	0
CDR20291_RS08410	NC_013316.1	1807518	1808096	+	579	0
CDR20291_RS08415	NC_013316.1	1808182	1808811	+	630	0
CDR20291_RS08420	NC_013316.1	1808801	1811560	+	2760	0
CDR20291_RS08425	NC_013316.1	1811647	1813209	+	1563	0
CDR20291_RS08430	NC_013316.1	1813210	1814346	+	1137	0
CDR20291_RS08435	NC_013316.1	1814410	1815486	+	1077	0
CDR20291_RS08440	NC_013316.1	1815464	1816702	+	1239	0
CDR20291_RS08445	NC_013316.1	1816756	1817844	+	1089	0
CDR20291_RS08450	NC_013316.1	1817872	1818663	+	792	0
CDR20291_RS08455	NC_013316.1	1818778	1819332	-	555	0
CDR20291_RS08460	NC_013316.1	1819527	1820729	+	1203	0
CDR20291_RS08465	NC_013316.1	1820786	1821766	+	981	0
CDR20291_RS08470	NC_013316.1	1822013	1822966	+	954	0
CDR20291_RS08475	NC_013316.1	1822956	1823912	+	957	0
CDR20291_RS08480	NC_013316.1	1823909	1824664	+	756	0
CDR20291_RS08485	NC_013316.1	1824756	1825721	+	966	0
CDR20291_RS08490	NC_013316.1	1826202	1828061	+	1860	0
CDR20291_RS08495	NC_013316.1	1828353	1828952	-	600	0
CDR20291_RS08500	NC_013316.1	1829055	1829852	-	798	0
CDR20291_RS08505	NC_013316.1	1830162	1831148	-	987	0
CDR20291_RS08510	NC_013316.1	1831632	1833362	+	1731	0
CDR20291_RS08515	NC_013316.1	1833472	1833552	+	81	0
CDR20291_RS19405	NC_013316.1	1834763	1837237	+	2475	0
CDR20291_RS08525	NC_013316.1	1837237	1838694	+	1458	0
CDR20291_RS08530	NC_013316.1	1839117	1841474	+	2358	0
CDR20291_RS08535	NC_013316.1	1841560	1841877	-	318	0
CDR20291_RS08540	NC_013316.1	1842216	1842971	+	756	0
CDR20291_RS08545	NC_013316.1	1843610	1844881	-	1272	0
CDR20291_RS08550	NC_013316.1	1845093	1845332	+	240	0
CDR20291_RS08555	NC_013316.1	1846891	1847178	+	288	0
CDR20291_RS08560	NC_013316.1	1847716	1848267	-	552	0
CDR20291_RS08565	NC_013316.1	1848458	1849420	+	963	0
CDR20291_RS08570	NC_013316.1	1849715	1851559	+	1845	0
CDR20291_RS08575	NC_013316.1	1851881	1852465	+	585	0
CDR20291_RS08580	NC_013316.1	1853566	1853742	-	177	0
CDR20291_RS08585	NC_013316.1	1854317	1855339	+	1023	0
CDR20291_RS08590	NC_013316.1	1855353	1856240	+	888	0
CDR20291_RS08595	NC_013316.1	1856246	1857019	+	774	0
CDR20291_RS08600	NC_013316.1	1857131	1857856	+	726	0
CDR20291_RS08605	NC_013316.1	1857860	1859263	+	1404	0
CDR20291_RS08610	NC_013316.1	1859274	1860098	+	825	0
CDR20291_RS08615	NC_013316.1	1860423	1861043	-	621	0
CDR20291_RS08620	NC_013316.1	1861309	1861641	+	333	0
CDR20291_RS08625	NC_013316.1	1861760	1862401	-	642	0
CDR20291_RS08630	NC_013316.1	1862422	1863354	-	933	0
CDR20291_RS08635	NC_013316.1	1863376	1864041	-	666	0
CDR20291_RS08640	NC_013316.1	1864587	1865060	-	474	0
CDR20291_RS08645	NC_013316.1	1865063	1865467	-	405	0
CDR20291_RS08650	NC_013316.1	1865442	1866071	-	630	0
CDR20291_RS08655	NC_013316.1	1866580	1867548	+	969	0
CDR20291_RS08660	NC_013316.1	1867550	1868113	+	564	0
CDR20291_RS08665	NC_013316.1	1868121	1868810	+	690	0
CDR20291_RS08670	NC_013316.1	1868937	1869665	+	729	0
CDR20291_RS08675	NC_013316.1	1869679	1870353	+	675	0
CDR20291_RS08680	NC_013316.1	1870379	1871215	+	837	0
CDR20291_RS08685	NC_013316.1	1871231	1871902	+	672	0
CDR20291_RS08690	NC_013316.1	1871892	1873124	+	1233	0
CDR20291_RS08695	NC_013316.1	1873274	1873591	+	318	0
CDR20291_RS08700	NC_013316.1	1873608	1874486	+	879	0
CDR20291_RS08705	NC_013316.1	1874756	1875124	+	369	0
CDR20291_RS08710	NC_013316.1	1875127	1875498	+	372	0
CDR20291_RS08715	NC_013316.1	1875642	1876097	-	456	0
CDR20291_RS08720	NC_013316.1	1876136	1877401	-	1266	0
CDR20291_RS08725	NC_013316.1	1877871	1879322	+	1452	0
CDR20291_RS08730	NC_013316.1	1879542	1880003	-	462	0
CDR20291_RS08735	NC_013316.1	1880109	1881302	-	1194	0
CDR20291_RS08740	NC_013316.1	1881325	1881990	-	666	0
CDR20291_RS08745	NC_013316.1	1882024	1883127	-	1104	0
CDR20291_RS08750	NC_013316.1	1883569	1886052	+	2484	0
CDR20291_RS08755	NC_013316.1	1886393	1887694	+	1302	0
CDR20291_RS08760	NC_013316.1	1887748	1887942	+	195	0
CDR20291_RS08765	NC_013316.1	1887935	1888738	+	804	0
CDR20291_RS08770	NC_013316.1	1888801	1889571	+	771	0
CDR20291_RS08775	NC_013316.1	1889588	1890691	+	1104	0
CDR20291_RS08780	NC_013316.1	1890692	1891381	+	690	0
CDR20291_RS08785	NC_013316.1	1891569	1892963	+	1395	0
CDR20291_RS08790	NC_013316.1	1893480	1894847	+	1368	0
CDR20291_RS08795	NC_013316.1	1894953	1895480	+	528	0
CDR20291_RS08800	NC_013316.1	1895528	1895899	+	372	0
CDR20291_RS08805	NC_013316.1	1896078	1896416	+	339	0
CDR20291_RS08810	NC_013316.1	1896883	1897386	+	504	0
CDR20291_RS08815	NC_013316.1	1897433	1898392	+	960	0
CDR20291_RS08820	NC_013316.1	1898396	1898866	+	471	0
CDR20291_RS08825	NC_013316.1	1898902	1899333	+	432	0
CDR20291_RS08830	NC_013316.1	1900139	1901428	+	1290	0
CDR20291_RS08835	NC_013316.1	1901482	1902561	+	1080	0
CDR20291_RS08840	NC_013316.1	1902582	1904126	+	1545	0
CDR20291_RS08845	NC_013316.1	1904289	1904831	-	543	0
CDR20291_RS08850	NC_013316.1	1904979	1905263	-	285	0
CDR20291_RS08855	NC_013316.1	1905326	1906090	-	765	0
CDR20291_RS08860	NC_013316.1	1906372	1906638	-	267	0
CDR20291_RS08865	NC_013316.1	1906681	1907490	-	810	0
CDR20291_RS08870	NC_013316.1	1907803	1908084	+	282	0
CDR20291_RS08875	NC_013316.1	1908348	1908602	+	255	0
CDR20291_RS08880	NC_013316.1	1908647	1908970	+	324	0
CDR20291_RS08885	NC_013316.1	1909530	1909724	-	195	0
CDR20291_RS08890	NC_013316.1	1910098	1911717	-	1620	0
CDR20291_RS19485	NC_013316.1	1912026	1912232	-	207	0
CDR20291_RS08900	NC_013316.1	1912537	1912728	+	192	0
CDR20291_RS08905	NC_013316.1	1912817	1913629	-	813	2
CDR20291_RS08910	NC_013316.1	1914051	1915202	+	1152	0
CDR20291_RS08915	NC_013316.1	1915320	1915958	+	639	0
CDR20291_RS08920	NC_013316.1	1915959	1916981	+	1023	0
CDR20291_RS08925	NC_013316.1	1916971	1917591	+	621	0
CDR20291_RS08930	NC_013316.1	1917715	1918401	-	687	0
CDR20291_RS08935	NC_013316.1	1918415	1918960	-	546	0
CDR20291_RS08940	NC_013316.1	1919188	1920435	+	1248	0
CDR20291_RS08945	NC_013316.1	1920522	1922516	+	1995	0
CDR20291_RS08950	NC_013316.1	1922516	1923838	+	1323	0
CDR20291_RS08955	NC_013316.1	1924117	1925403	+	1287	0
CDR20291_RS08960	NC_013316.1	1925489	1926796	+	1308	0
CDR20291_RS08965	NC_013316.1	1927012	1927236	-	225	0
CDR20291_RS08970	NC_013316.1	1927333	1928586	-	1254	0
CDR20291_RS08975	NC_013316.1	1928846	1929835	+	990	0
CDR20291_RS08980	NC_013316.1	1929907	1930647	+	741	0
CDR20291_RS08985	NC_013316.1	1930847	1931998	+	1152	4
CDR20291_RS08990	NC_013316.1	1932023	1932778	+	756	0
CDR20291_RS08995	NC_013316.1	1932970	1935357	+	2388	0
CDR20291_RS09000	NC_013316.1	1935588	1935821	-	234	0
CDR20291_RS09005	NC_013316.1	1936110	1936700	+	591	0
CDR20291_RS09010	NC_013316.1	1936814	1937659	+	846	0
CDR20291_RS09015	NC_013316.1	1937656	1938333	+	678	0
CDR20291_RS09020	NC_013316.1	1938330	1939046	+	717	0
CDR20291_RS09025	NC_013316.1	1939143	1939406	+	264	0
CDR20291_RS09030	NC_013316.1	1939378	1939833	+	456	0
CDR20291_RS09035	NC_013316.1	1939885	1940346	+	462	0
CDR20291_RS09040	NC_013316.1	1940396	1941298	+	903	0
CDR20291_RS09045	NC_013316.1	1941650	1942480	+	831	0
CDR20291_RS19290	NC_013316.1	1942890	1943024	+	135	0
CDR20291_RS09050	NC_013316.1	1943529	1944290	+	762	0
CDR20291_RS09060	NC_013316.1	1945404	1945823	+	420	0
CDR20291_RS09065	NC_013316.1	1945926	1946192	-	267	0
CDR20291_RS09070	NC_013316.1	1946419	1947120	+	702	0
CDR20291_RS09075	NC_013316.1	1947202	1947810	+	609	0
CDR20291_RS09080	NC_013316.1	1948134	1948598	+	465	0
CDR20291_RS09085	NC_013316.1	1949235	1950251	+	1017	0
CDR20291_RS09090	NC_013316.1	1950646	1951815	+	1170	2
CDR20291_RS09095	NC_013316.1	1952196	1956449	+	4254	0
CDR20291_RS09100	NC_013316.1	1956598	1957092	+	495	0
CDR20291_RS09105	NC_013316.1	1957208	1957585	+	378	0
CDR20291_RS09110	NC_013316.1	1957791	1958231	+	441	0
